,y,x1,x2
2186,-7.3465,4.8625,2.9356
450,0.6685,1.8326,8.6656
1071,0.7688,2.9164,5.5222
1095,0.1591,2.9583,5.4227
158,5.7815,1.323,2.3457
2504,-6.8467,5.4175,5.5659
3452,3.0544,7.0721,2.8571
773,8.0056,2.3963,5.5467
666,2.784,2.2096,6.8958
3188,-1.6611,6.6113,3.6879
542,5.5152,1.9932,1.9181
2161,-5.64,4.8189,2.8082
599,3.3117,2.0926,1.4975
3969,7.279,7.9744,7.8924
3301,4.7864,6.8085,5.4123
2632,-6.6442,5.6409,3.3039
3444,5.7917,7.0581,8.3025
2887,2.5946,6.086,6.6986
4399,1.5334,8.7249,2.3841
3339,6.186,6.8749,5.9428
3035,0.755,6.3443,1.2392
3679,0.3571,7.4683,7.2641
1991,-8.5785,4.5221,4.6164
2242,-8.0094,4.9602,7.2065
1535,-2.9017,3.7263,4.6356
4379,9.1259,8.69,5.9987
1830,-9.0497,4.2412,3.3196
1226,-0.1046,3.187,1.4172
874,5.956,2.5726,6.1767
1297,1.6325,3.3109,7.4054
3233,0.1233,6.6898,8.0407
674,0.0681,2.2235,1.8692
20,4.9234,1.0821,5.4681
4228,4.8661,8.4264,5.716
931,2.5755,2.6721,3.4837
3984,9.2129,8.0006,5.0143
3196,-2.3137,6.6253,8.4387
143,2.8714,1.2968,2.8344
2201,-10.2574,4.8887,3.3091
47,5.3898,1.1292,1.878
3726,5.6151,7.5503,3.4366
2683,-6.8127,5.7299,3.6582
1241,0.1684,3.2132,4.5344
2936,-0.7988,6.1715,5.1627
2838,-3.6619,6.0004,7.2623
269,6.186,1.5167,1.0786
2847,-5.0098,6.0161,1.8291
949,2.5828,2.7035,5.9673
2168,-6.3275,4.8311,7.6882
325,5.2874,1.6144,6.8469
1822,-6.9251,4.2272,4.1713
3020,0.1334,6.3181,8.601
652,5.5548,2.1852,1.1188
2044,-8.5182,4.6147,8.5626
2500,-5.1518,5.4105,5.8713
38,-0.7362,1.1135,8.7127
2926,-0.6068,6.154,1.7785
4193,6.0187,8.3654,5.243
3850,7.757,7.7667,4.4523
1452,-1.7014,3.5814,4.9096
1661,-4.1085,3.9462,7.7021
1680,-4.6938,3.9794,8.1612
174,4.8601,1.3509,8.1629
1672,-5.3468,3.9654,7.8627
264,5.1451,1.508,7.5241
2367,-6.9425,5.1784,1.2235
2985,2.2272,6.257,4.8904
3601,5.256,7.3321,2.5237
2414,-4.8403,5.2604,4.3284
4273,-0.17,8.505,2.6389
590,3.3777,2.0769,2.9775
1167,1.4845,3.084,4.6897
3121,0.9269,6.4944,7.6603
4285,6.2061,8.5259,5.4419
1557,-1.9669,3.7647,1.4451
3819,8.5751,7.7126,8.6795
3041,-3.5898,6.3547,3.8851
3508,5.0325,7.1698,3.8694
3475,1.2858,7.1122,8.2222
2285,-7.456,5.0353,3.194
1346,-4.5646,3.3964,2.8728
3589,7.7605,7.3112,5.7404
2470,-3.9314,5.3582,5.51
2185,-5.6865,4.8607,7.1628
1026,-0.0834,2.8379,8.3915
2691,-0.3824,5.7439,4.5955
1214,-1.4469,3.166,3.5622
841,4.3047,2.515,3.2062
3745,5.1006,7.5835,3.1067
2897,-4.4545,6.1034,3.6373
3614,4.0603,7.3548,7.9884
748,6.7008,2.3527,7.011
2797,-2.0239,5.9289,3.4435
1069,1.8333,2.913,6.7981
1532,-2.6917,3.721,5.8102
3893,5.8268,7.8418,6.3216
1780,-4.9183,4.1539,7.2431
3712,8.8383,7.5259,5.2657
2981,-4.0792,6.25,3.5954
892,5.0296,2.604,1.5167
1182,2.2785,3.1102,6.6323
3045,-1.4459,6.3617,3.2166
4031,3.896,8.0826,1.7645
207,9.8374,1.4085,5.1906
4276,3.0769,8.5102,3.9148
462,6.4228,1.8535,3.8746
268,5.2098,1.5149,6.147
502,5.6785,1.9234,1.9059
4204,1.2512,8.3846,5.1976
407,8.1465,1.7575,6.7248
386,1.5312,1.7209,4.3947
389,5.6024,1.7261,2.6145
606,3.5602,2.1049,8.5155
2491,-3.2462,5.3948,1.2339
4111,4.2996,8.2222,3.4575
4081,8.0115,8.1699,7.203
1621,-1.3047,3.8764,6.9412
887,1.274,2.5953,5.4402
3226,3.3173,6.6776,2.0246
3417,3.1661,7.011,8.5085
4171,5.132,8.327,2.6581
139,2.1528,1.2898,3.6181
3500,5.9044,7.1558,3.9305
529,6.482,1.9705,7.662
3587,0.0334,7.3077,4.2656
843,4.1683,2.5185,5.4856
4167,2.9655,8.32,3.8589
3412,4.1171,7.0023,1.5027
1001,2.7148,2.7943,1.761
3607,6.3685,7.3426,6.2535
2767,-1.4727,5.8765,2.0159
1598,-0.5096,3.8362,2.0543
1725,-3.9013,4.0579,2.1206
3072,1.595,6.4088,7.3356
352,10.2608,1.6616,7.3112
2656,-8.7259,5.6828,4.4663
1781,-4.6288,4.1556,2.6861
1992,-4.3113,4.5239,7.3304
131,5.8037,1.2758,2.9007
57,3.2532,1.1467,3.4348
1717,-1.8618,4.0439,6.168
2950,-2.435,6.1959,2.3632
31,3.2443,1.1013,2.9496
2171,-5.743,4.8363,4.6077
694,5.4779,2.2585,4.7019
4306,5.1339,8.5626,5.9079
2357,-2.692,5.1609,5.2447
3792,3.6701,7.6655,1.9565
112,5.6427,1.2427,4.3459
795,5.289,2.4347,1.2549
4291,4.0825,8.5364,2.7681
4318,5.3449,8.5835,7.8086
1328,-0.775,3.365,7.9552
3764,6.847,7.6166,4.6024
1647,-8.4715,3.9218,8.2432
3717,6.1694,7.5346,8.5434
4339,5.4007,8.6202,1.4416
4151,3.0118,8.2921,8.3392
3762,6.8539,7.6131,7.0756
4212,3.1064,8.3985,8.0966
2444,-6.0936,5.3128,4.6286
3600,4.9914,7.3304,4.9916
1281,-1.0557,3.283,1.2357
3952,7.3464,7.9447,2.8746
4106,6.5214,8.2135,8.018
1062,2.1462,2.9007,5.4768
2292,-5.8658,5.0475,4.4995
3786,0.7319,7.655,2.1468
2257,-8.2044,4.9864,2.5936
3800,3.3687,7.6794,8.2921
3173,1.4144,6.5851,3.7577
2142,-4.1482,4.7857,8.5032
103,9.7926,1.227,7.1017
2319,-5.2764,5.0946,7.299
364,10.7884,1.6825,6.9185
1066,-1.2287,2.9077,4.1207
299,8.2313,1.5691,5.2185
826,7.9746,2.4888,5.058
3083,2.1699,6.428,8.0477
1973,-1.7209,4.4907,6.2029
3252,3.4365,6.723,6.3862
4275,4.3284,8.5085,1.5202
235,7.7212,1.4573,7.374
924,4.0601,2.6599,2.3161
576,3.1398,2.0525,4.4977
1408,-5.2494,3.5046,2.2009
3082,-1.1923,6.4263,2.1677
1158,-0.0294,3.0683,6.7213
1878,-9.4251,4.3249,8.6411
67,5.4826,1.1641,4.6949
1925,-4.5917,4.407,1.3195
3656,5.7349,7.4281,2.5796
2900,-1.0661,6.1087,5.606
2037,-4.7408,4.6024,8.6376
2125,-8.0904,4.756,2.3073
404,6.1961,1.7523,5.7229
4053,6.1383,8.121,7.0162
1596,-5.1554,3.8327,1.7017
3396,4.6908,6.9743,4.9969
203,2.8701,1.4015,2.7471
729,7.8086,2.3195,3.4924
379,8.0989,1.7087,1.4765
4071,11.0968,8.1524,6.9935
1995,-6.8903,4.5291,3.276
2306,-4.2572,5.0719,4.7403
1831,-7.9744,4.2429,2.7419
136,9.548,1.2846,4.6199
1081,3.9252,2.9339,6.5799
2416,-1.479,5.2639,7.2344
2611,-4.1612,5.6043,2.4784
1260,3.2418,3.2463,6.9988
3382,4.1604,6.9499,2.063
3505,7.127,7.1646,6.4839
2192,-5.2945,4.873,2.6302
2208,-5.2024,4.9009,6.4874
1423,-2.4459,3.5308,8.4299
163,6.3781,1.3317,6.922
2966,0.9029,6.2238,1.864
1773,-4.9355,4.1417,7.6899
1336,-1.3903,3.379,1.1729
4377,0.3914,8.6865,3.2847
3068,1.1056,6.4019,6.648
1748,-3.8091,4.098,1.0716
3457,6.8162,7.0808,7.1367
3841,9.3496,7.751,5.0894
4200,3.5743,8.3776,2.4888
997,0.7037,2.7873,8.3793
3765,2.4036,7.6184,2.3283
1671,-7.6754,3.9636,3.7769
3718,7.4006,7.5363,3.8781
1821,-8.8052,4.2254,4.5658
1958,-3.9954,4.4646,5.8538
2702,-3.3041,5.7631,1.206
3942,5.5347,7.9273,1.4364
3760,1.4911,7.6096,2.0874
714,1.4773,2.2934,2.988
2404,-6.914,5.243,2.0926
4300,5.9973,8.5521,5.2273
3037,1.7878,6.3478,8.7179
2434,-2.7193,5.2953,6.5467
243,3.0784,1.4713,4.2534
3706,5.2175,7.5154,2.5761
4153,5.4479,8.2955,1.3422
2308,-4.5015,5.0754,5.517
4361,5.5133,8.6586,6.0458
3913,3.5369,7.8767,4.8922
148,5.4645,1.3055,3.913
2307,-9.9175,5.0737,4.1033
2636,-3.541,5.6479,3.5273
2036,-7.0308,4.6007,4.5972
3245,-1.1087,6.7108,3.0072
1985,-1.9977,4.5117,5.1784
1913,-6.4506,4.386,6.4123
2899,-3.9058,6.1069,2.6826
309,5.9365,1.5865,2.6546
2235,-5.2787,4.948,4.7787
4123,3.8321,8.2432,2.721
1546,-6.4967,3.7455,7.6934
2365,-4.8184,5.1749,7.5398
3693,5.8284,7.4927,1.5656
185,6.8647,1.3701,2.0351
1564,-1.4321,3.7769,5.613
659,2.9951,2.1974,7.9674
764,1.6004,2.3806,4.2185
3720,8.4926,7.5398,5.6636
2467,-3.719,5.3529,1.2462
2485,0.9928,5.3843,6.2396
903,1.2373,2.6232,6.4263
3580,4.7194,7.2955,8.1297
1945,-5.7426,4.4419,1.3282
2851,-0.7719,6.0231,4.9044
1463,-2.9527,3.6006,2.5412
4021,2.6817,8.0652,4.2132
647,5.9703,2.1764,6.737
2176,-10.2116,4.845,8.0233
428,1.7144,1.7942,2.9095
3897,5.0883,7.8487,6.1331
2974,1.2883,6.2378,1.8535
2864,-3.3203,6.0458,4.6688
55,4.4641,1.1432,7.8103
1335,-4.0621,3.3772,2.2044
2452,-2.1177,5.3267,6.3059
1880,-3.7269,4.3284,2.337
3933,6.5108,7.9116,6.8399
2092,-5.0183,4.6984,5.4803
1465,-4.4045,3.6041,5.3896
2805,-2.721,5.9428,2.7245
2816,-3.0524,5.962,3.8607
2420,-2.4512,5.2709,1.0734
3822,7.3756,7.7178,4.7176
350,5.4741,1.6581,2.1502
4231,3.4296,8.4317,6.3251
1211,0.0071,3.1608,7.6568
3109,1.9227,6.4734,6.0004
719,2.5584,2.3021,3.3109
1394,-7.1756,3.4802,4.297
15,7.2795,1.0734,1.5097
2946,-1.6439,6.1889,6.929
1430,-2.567,3.543,1.2671
1125,-0.6938,3.0107,1.124
1531,-4.0429,3.7193,3.1782
281,5.5281,1.5376,8.2746
1547,2.145,3.7472,6.353
3739,5.9225,7.573,2.2934
3655,7.7139,7.4264,6.9272
1079,0.2094,2.9304,4.1766
2256,-7.2031,4.9847,3.4034
3843,0.7607,7.7545,2.7384
2144,-1.986,4.7892,1.4399
162,6.6029,1.3299,1.9216
3902,3.2352,7.8575,8.58
3836,5.8179,7.7423,5.8224
1264,0.3216,3.2533,7.3286
2781,-1.7584,5.901,4.1015
1654,-2.4187,3.934,8.0163
3855,4.8636,7.7754,4.3546
1397,-3.4585,3.4854,7.1
2692,-4.8393,5.7456,8.2798
4032,4.7817,8.0844,4.8991
751,6.1638,2.3579,1.953
2355,-6.7995,5.1574,7.3147
558,4.3948,2.0211,7.8156
3170,0.8906,6.5799,5.1295
4282,3.376,8.5207,8.3182
4019,6.9976,8.0617,1.9757
2866,4.188,6.0493,5.7526
705,7.9604,2.2777,1.6389
2802,0.1674,5.9376,6.2221
3403,2.3164,6.9866,5.887
3098,2.4661,6.4542,5.7962
3941,7.8707,7.9255,6.2291
2016,-4.4578,4.5658,7.3042
2554,-4.2729,5.5048,1.9286
1011,-2.6412,2.8117,8.5556
4323,7.9901,8.5923,5.599
3275,2.6411,6.7632,5.0265
3137,0.4969,6.5223,6.9132
4389,6.0974,8.7074,7.9709
1836,1.9322,4.2516,6.0406
3236,2.7778,6.6951,3.159
1636,-6.9549,3.9026,8.1524
3054,1.8359,6.3774,7.4526
1571,-4.0885,3.7891,8.484
1594,-1.4582,3.8293,1.7244
1865,-4.0438,4.3022,6.8975
2221,-7.0184,4.9236,3.7018
4272,5.4517,8.5032,6.7614
2644,-1.0978,5.6618,6.1453
2583,-6.7943,5.5554,3.5657
1806,-7.1595,4.1993,4.9724
824,2.7355,2.4853,3.3947
3003,-3.5261,6.2884,8.5591
744,2.4956,2.3457,7.5625
1948,-4.9968,4.4471,6.8661
4164,1.4578,8.3147,5.0073
593,1.7021,2.0822,3.4051
2346,-3.0582,5.1417,4.3214
2178,-4.9128,4.8485,1.8762
2149,-1.4387,4.7979,6.435
1085,1.4546,2.9409,5.1697
777,2.6463,2.4033,5.873
2282,-2.3487,5.03,6.0511
3288,-1.231,6.7858,1.9635
3773,7.5812,7.6323,6.6689
1845,-5.8045,4.2673,4.9847
230,7.1629,1.4486,7.388
977,2.1729,2.7524,1.1676
2439,-5.7475,5.3041,1.2479
320,-0.033,1.6057,2.0979
3256,6.1959,6.73,8.2345
4257,8.1545,8.4771,6.7736
247,5.1151,1.4783,3.0927
2456,-7.2191,5.3337,2.1694
3128,1.8226,6.5066,1.3788
1977,-4.7947,4.4977,4.969
745,5.8375,2.3475,7.922
2482,-3.7943,5.3791,7.0267
252,8.5147,1.487,5.3843
4373,5.394,8.6795,5.5327
3671,8.8839,7.4543,6.9848
4010,1.8112,8.046,3.9444
3561,6.8244,7.2623,5.99
125,8.8551,1.2654,8.587
4169,6.8307,8.3235,5.4035
4141,7.0146,8.2746,1.7977
2469,-6.1549,5.3564,3.2132
513,2.456,1.9426,4.3145
1577,0.7872,3.7996,6.3268
2697,-4.1953,5.7544,8.0704
2266,-5.1984,5.0021,5.6584
3604,6.9741,7.3374,7.0215
2417,-4.2819,5.2657,6.805
3385,5.0883,6.9551,6.6043
2598,-5.281,5.5816,2.5953
2676,-1.7238,5.7177,7.6794
2766,-1.3604,5.8748,4.1975
2699,-3.7962,5.7578,3.66
124,4.8493,1.2636,2.2585
952,7.7195,2.7088,6.7544
525,6.2339,1.9635,8.1594
4025,7.8503,8.0721,7.4019
654,2.4386,2.1886,8.4753
3028,0.3414,6.3321,5.6461
2447,-5.029,5.318,5.2081
1208,-0.6726,3.1556,4.2865
2309,-8.1945,5.0772,6.3966
753,3.3724,2.3614,5.4437
1968,-3.2128,4.482,7.1192
3932,8.6254,7.9098,1.3369
3438,3.7847,7.0476,1.2881
4253,3.0742,8.4701,8.5783
2054,-7.36,4.6321,4.7316
2474,-1.8467,5.3651,6.2867
2154,-9.5342,4.8066,2.7053
4011,8.9583,8.0477,6.5275
1783,-6.2073,4.1591,1.2898
3940,4.4471,7.9238,8.2449
3069,2.1869,6.4036,5.1557
3331,7.2826,6.8609,1.5481
4127,2.2174,8.2502,4.5413
1247,-2.5032,3.2236,4.0719
2978,-2.2272,6.2448,4.9253
941,7.2195,2.6896,1.131
2581,-5.092,5.5519,3.7106
4165,10.1897,8.3165,5.6496
3517,6.9737,7.1855,5.5414
3355,-1.3187,6.9028,3.7821
2233,-4.5602,4.9445,1.5795
63,7.3029,1.1572,5.962
1505,-4.0905,3.6739,3.2533
1782,-6.0781,4.1574,7.9046
4100,4.419,8.203,4.2324
3692,11.1131,7.491,5.5117
424,3.3416,1.7872,4.2603
1502,-6.2727,3.6687,5.3512
2395,-6.4328,5.2273,2.0228
1255,3.4025,3.2376,5.5973
520,4.7265,1.9548,8.3357
2727,-0.5487,5.8067,5.3669
857,1.0371,2.5429,3.3929
2147,-7.2143,4.7944,5.9778
1504,-3.4322,3.6722,1.6336
2088,-9.06,4.6914,3.7961
3040,2.0309,6.353,7.1593
2492,-5.9564,5.3966,4.6827
2570,-4.1108,5.5327,3.1084
1351,-1.742,3.4051,4.7525
2508,-4.858,5.4245,7.025
276,5.2791,1.5289,3.3824
591,6.7148,2.0787,6.6864
2496,-2.4465,5.4035,1.4573
75,4.9142,1.1781,4.1399
331,4.6601,1.6249,3.6704
920,5.383,2.6529,2.1747
1962,-3.1804,4.4715,5.6549
206,1.9204,1.4067,3.8066
1374,1.254,3.4453,8.1263
119,6.0389,1.2549,3.0596
1426,-4.0548,3.536,8.5347
2455,-6.2904,5.332,3.8118
651,9.2926,2.1834,7.5171
292,9.0688,1.5568,5.9463
246,4.7739,1.4765,5.8311
3883,9.0542,7.8243,1.0524
4126,4.3081,8.2484,8.3497
608,5.2321,2.1084,7.8802
2238,-9.4464,4.9532,1.9251
1313,-2.2367,3.3388,5.3564
2475,-10.1157,5.3669,1.9024
2846,-3.3722,6.0144,3.1748
2784,2.0787,5.9062,6.463
1848,-5.7411,4.2726,7.4142
1089,0.2544,2.9479,3.1503
3680,11.3469,7.47,5.791
4378,6.2197,8.6882,7.7388
886,2.8192,2.5936,4.0579
2729,-2.2592,5.8102,8.1402
2369,-5.0563,5.1819,5.7631
572,3.7943,2.0455,6.8522
1283,-4.4969,3.2865,4.7229
1453,-4.262,3.5832,2.5011
2819,-5.5511,5.9673,3.7088
2122,-10.5772,4.7508,8.1681
3892,2.7544,7.84,7.8121
3394,5.9734,6.9708,1.2322
3302,5.406,6.8103,6.2884
3831,6.0364,7.7336,4.3738
3023,3.342,6.3233,6.0144
3358,-0.8913,6.908,3.5552
470,5.8741,1.8675,7.2972
3120,0.1614,6.4926,3.5989
1786,-4.1892,4.1644,4.4698
3022,-4.6593,6.3216,3.9602
3328,2.9688,6.8557,7.3059
3227,5.6122,6.6794,5.3372
1784,-3.4147,4.1609,8.039
1204,2.557,3.1486,7.9168
3090,3.441,6.4403,3.9043
2709,-5.6007,5.7753,2.3649
849,4.4701,2.529,7.3601
3107,-0.2997,6.4699,3.7402
2547,-5.4332,5.4926,8.5067
2853,-3.3561,6.0266,8.1821
1886,0.2016,4.3389,6.3879
2695,-3.3529,5.7509,8.6464
2561,-6.1629,5.517,4.4715
1691,-2.627,3.9985,6.7056
3894,7.0922,7.8435,1.2601
1674,-3.8922,3.9689,4.948
4042,6.1777,8.1018,7.491
946,2.1863,2.6983,3.5029
3324,-1.8012,6.8487,3.1364
4175,9.0254,8.3339,7.0284
1486,-3.5474,3.6408,5.3006
680,8.2112,2.234,5.3529
2728,-3.4585,5.8085,1.3963
4129,8.7684,8.2537,6.716
1451,-2.8621,3.5797,5.4454
3987,7.6048,8.0058,5.0545
4288,3.8989,8.5312,2.625
3859,5.4965,7.7824,4.7211
3016,3.0262,6.3111,5.9481
1013,3.2992,2.8152,4.8276
3209,0.9674,6.648,1.6877
3868,1.2567,7.7981,2.7279
1477,-0.3334,3.625,5.9952
1981,-6.7393,4.5047,8.1367
3116,0.0549,6.4856,7.9325
3568,2.3883,7.2745,4.0335
1367,-0.7917,3.4331,4.4646
668,5.6334,2.2131,4.4419
963,2.7375,2.7279,1.6895
147,7.5036,1.3038,4.2499
1536,-3.7014,3.728,6.901
429,4.6,1.7959,3.2952
1419,0.4338,3.5238,2.5988
641,2.658,2.166,4.7333
721,8.6082,2.3056,6.8679
2052,-4.3228,4.6286,7.2676
211,5.5697,1.4155,4.5693
3553,9.4324,7.2484,1.323
3736,2.1176,7.5677,3.2271
1480,-4.4949,3.6303,8.4648
4022,9.803,8.0669,6.0999
3203,1.5875,6.6375,5.4367
3810,6.0666,7.6969,4.2516
401,9.6418,1.7471,1.1292
2973,-0.8244,6.2361,3.6408
2665,-5.4657,5.6985,3.7647
1385,-3.5918,3.4645,1.2147
3171,1.0049,6.5816,1.5446
1653,-2.7541,3.9322,4.6391
1967,-2.9203,4.4803,5.7491
2137,-2.5338,4.777,1.782
4146,0.8567,8.2833,8.6307
3178,5.958,6.5939,6.5066
4086,2.1819,8.1786,2.9828
4209,3.6376,8.3933,3.7594
2345,-4.7606,5.14,8.1315
3064,1.0697,6.3949,7.4822
3443,2.5521,7.0564,4.7141
1685,-1.7375,3.9881,5.1958
4140,6.9718,8.2729,7.2833
2841,-3.336,6.0057,4.8433
549,2.9095,2.0054,3.6495
4264,4.4424,8.4893,3.2603
2915,-0.4087,6.1348,5.044
1489,-2.5849,3.646,6.0685
2374,-8.1263,5.1906,8.7022
1639,-4.6244,3.9078,2.0263
3310,6.245,6.8242,6.2553
1097,-3.5874,2.9618,3.2079
2051,-10.7585,4.6269,2.7908
3269,-1.2033,6.7527,2.248
3052,2.9761,6.3739,5.2691
2105,-4.8324,4.7211,4.3598
1524,-4.6118,3.7071,5.3337
1018,-0.5369,2.8239,2.0909
804,-0.0994,2.4504,3.2568
178,5.1467,1.3579,8.1088
508,5.769,1.9338,3.7228
3750,1.5181,7.5922,1.7663
839,3.6659,2.5115,5.5275
4247,4.3365,8.4596,7.3583
2219,-0.5403,4.9201,1.3945
3264,1.8341,6.744,4.7298
1266,1.0322,3.2568,3.2027
1138,-2.3964,3.0334,3.4784
1192,2.5286,3.1276,1.5254
747,5.1517,2.351,1.5551
2599,-3.3113,5.5833,2.508
3534,7.1258,7.2152,5.7753
2812,-4.0435,5.9551,7.9186
4314,3.5007,8.5765,2.9548
2551,-7.091,5.4995,4.1382
273,7.7233,1.5237,5.2395
3320,2.6875,6.8417,2.7035
3766,4.5704,7.6201,1.7523
557,7.6969,2.0193,7.3566
2858,-4.8157,6.0353,4.5117
3985,4.8998,8.0023,1.6284
1898,-7.4721,4.3598,8.3654
2031,-5.7948,4.592,6.8033
4338,5.6404,8.6184,6.5153
580,3.9218,2.0595,8.1699
1868,-1.2421,4.3075,5.5536
1950,-5.456,4.4506,5.9917
2034,-7.8267,4.5972,8.676
445,9.4871,1.8239,5.126
367,6.7447,1.6877,6.5659
3755,8.537,7.6009,6.6253
806,5.9173,2.4539,5.3861
1572,-3.4904,3.7909,6.9918
2541,-5.9935,5.4821,3.8135
321,9.411,1.6074,6.723
1854,-2.5433,4.283,1.4608
2227,-6.6186,4.934,1.5935
626,3.4798,2.1398,2.4836
2770,-3.7077,5.8818,8.3322
3510,3.3654,7.1733,2.6354
2999,0.1601,6.2814,7.5381
3783,5.1645,7.6498,3.9392
3194,3.6388,6.6218,5.147
2596,-5.8048,5.5781,3.358
737,3.6448,2.3335,3.4854
90,7.6303,1.2043,4.6967
3112,4.7559,6.4787,2.255
2190,-3.5236,4.8695,5.8521
1086,0.4653,2.9426,3.5256
3353,0.3468,6.8993,2.3806
2545,-7.3414,5.4891,4.3511
3198,3.1906,6.6288,1.4731
4355,3.6937,8.6481,4.4454
3526,5.8706,7.2012,5.7212
2738,0.4801,5.8259,7.0075
1508,-2.7388,3.6792,2.6738
205,4.818,1.405,1.5237
1560,0.5658,3.7699,2.4068
3879,4.7414,7.8173,1.5865
3721,6.2663,7.5416,3.8886
2833,-1.6067,5.9917,7.5416
2063,-5.8643,4.6478,6.6724
3187,4.1165,6.6096,7.6131
214,8.8286,1.4207,7.086
535,4.2057,1.9809,4.5379
755,4.1625,2.3649,6.4054
155,5.9949,1.3177,4.3633
815,0.6308,2.4696,4.9288
2320,-8.8348,5.0964,2.9723
1246,0.2849,3.2219,4.9515
2621,-5.3502,5.6217,8.395
2428,-4.7606,5.2849,1.2846
4381,2.8025,8.6935,4.1574
2861,2.4241,6.0406,5.8887
3615,2.9307,7.3566,1.3474
1766,-8.2129,4.1294,4.4838
2601,-5.8177,5.5868,3.927
1418,0.4098,3.5221,6.8749
1541,-2.1507,3.7367,5.1191
4296,4.756,8.5451,6.7562
1100,0.11,2.9671,3.2358
3877,6.5878,7.8138,6.175
3585,4.5938,7.3042,3.2742
838,2.7019,2.5098,3.9549
2922,-7.6344,6.147,3.7071
1793,-3.6944,4.1766,5.1016
3842,10.1472,7.7528,6.3425
2484,-3.2542,5.3826,5.4891
1365,-0.9332,3.4296,4.5989
4077,10.3837,8.1629,1.6162
4107,1.6304,8.2153,1.4678
1512,-1.6841,3.6861,2.3038
437,3.5861,1.8099,7.2815
3447,6.8987,7.0633,6.8138
1910,-9.1368,4.3808,4.2935
1467,-5.8825,3.6076,4.0631
2383,-3.0706,5.2063,5.3023
102,4.0372,1.2252,1.6005
1693,-2.2628,4.002,6.0772
1794,-6.6708,4.1783,2.2881
1039,2.0704,2.8606,8.7057
3891,5.1115,7.8383,5.7648
2459,-2.4236,5.339,5.2046
2387,-7.0764,5.2133,2.6773
2230,-3.4147,4.9393,7.5084
3539,4.5309,7.2239,2.7524
471,5.054,1.8692,2.6285
1543,-1.6174,3.7402,8.0529
752,3.4976,2.3597,7.3618
2267,-3.1089,5.0039,1.2374
1466,1.8544,3.6059,5.9289
210,6.5502,1.4137,5.4524
3300,3.0279,6.8068,6.4961
1537,-1.6033,3.7298,3.8205
4256,5.2008,8.4753,3.3022
413,8.1901,1.768,6.4141
1690,-7.2504,3.9968,1.9984
3149,0.4526,6.5432,7.4718
1242,1.3803,3.2149,6.0057
4281,6.797,8.519,7.5067
2712,1.7799,5.7805,6.3705
3943,6.8578,7.929,4.8485
193,4.407,1.384,7.8819
436,3.9768,1.8082,2.5342
3537,8.2568,7.2204,6.8626
716,4.1783,2.2969,4.3878
388,6.3676,1.7244,1.7069
4348,4.6088,8.6359,7.8487
713,4.7873,2.2916,8.5102
2012,-10.3107,4.5588,3.0805
182,6.4949,1.3648,3.2393
4066,6.3621,8.1437,5.4646
4132,7.2167,8.2589,8.1105
3276,3.2025,6.7649,6.3373
2493,-5.4498,5.3983,4.1347
2064,-1.7453,4.6496,5.4611
638,4.9774,2.1607,7.1332
2271,0.736,5.0108,6.9394
406,10.8619,1.7558,5.8818
79,8.4982,1.1851,5.9882
1510,-7.4624,3.6826,2.0054
3827,10.5544,7.7266,7.0599
552,9.3004,2.0106,5.8469
12,6.3622,1.0681,1.6354
4150,7.8779,8.2903,2.4504
3337,3.7383,6.8714,8.6865
819,4.7387,2.4766,5.2866
3407,0.8567,6.9935,2.0106
1008,3.6219,2.8065,4.5763
1034,1.5366,2.8519,2.9322
2287,-2.0844,5.0388,5.3215
919,4.46,2.6512,7.4456
3281,5.2516,6.7736,5.3477
2682,-1.1033,5.7282,8.423
2530,-3.1235,5.4629,7.8173
1713,-7.3739,4.0369,3.0945
2405,-2.5332,5.2447,5.6776
2705,2.112,5.7683,1.9007
811,2.4626,2.4627,5.1749
2710,1.5643,5.777,6.531
458,4.93,1.8466,2.7786
1552,0.079,3.7559,5.8015
354,6.4348,1.665,6.0755
2057,-7.3471,4.6373,7.5049
1331,-2.8763,3.3702,6.9534
2747,-4.7711,5.8416,8.3287
3021,3.0946,6.3198,2.2183
877,-1.2155,2.5779,1.9583
170,8.1897,1.3439,1.0542
1447,0.6013,3.5727,5.9533
662,6.3953,2.2026,7.84
2479,-9.0939,5.3739,8.4928
1969,-5.7681,4.4838,6.3006
3489,4.7556,7.1367,8.0058
2506,-5.8819,5.421,3.845
4036,3.0382,8.0913,8.6935
4346,2.1625,8.6324,5.6723
3495,6.3328,7.1471,6.8277
2556,-5.1733,5.5083,3.8554
2146,-5.4713,4.7927,4.6845
3635,3.6238,7.3915,2.5429
1188,-3.4152,3.1206,2.6162
3455,0.1566,7.0773,3.3702
2753,-7.8497,5.8521,2.8292
3646,4.6674,7.4107,3.8485
1869,-6.2173,4.3092,8.2327
3821,5.7343,7.7161,7.5835
3143,0.4861,6.5328,1.7575
4195,-0.3264,8.3689,7.9988
4292,3.5252,8.5382,8.114
305,6.6815,1.5795,2.7663
1050,-0.4698,2.8798,8.3811
3959,4.3838,7.957,2.1171
1274,-1.1317,3.2707,2.8117
1057,1.2399,2.892,8.6149
1614,-3.9922,3.8642,3.7717
4108,8.1766,8.217,5.6933
4179,6.4958,8.3409,3.1206
667,6.7359,2.2113,5.4943
2284,-7.0693,5.0335,3.1119
135,6.4012,1.2828,6.4752
1743,-2.6406,4.0893,1.6546
